block,trial,cueposbin,cueposdeg,cuevalid,wmresptestimgdiff,wmrespcuediff,wmrespdeg,wmrts,imageposbin0,imageposbin1,imageposbin2,imageposbin3,imageposdeg0,imageposdeg1,imageposdeg2,imageposdeg3,imagenum0,imagenum1,imagenum2,imagenum3,mouseposdeg,artifactfree
0,0,4.0,187.87140402892442,1,-3.3918326286105,-3.3918326286105,-168.73676334246508,1.7170178396627307,4.0,2.0,0.0,1.0,187.87140402892442,126.43672557699861,3.090168450757827,67.73997994878127,2036,2238,918,1787,215.55346261824664,1.0
0,1,5.0,233.86713781253724,1,2.7152944332516857,2.7152944332516857,-128.84815662071443,1.5336568423954304,5.0,6.0,2.0,1.0,233.86713781253724,285.5157858535791,100.54258186559215,47.16058233717655,1260,162,964,1014,176.67788248548206,1.0
0,2,2.0,124.32752867845667,0,6.037371368246888,154.56606091147094,-30.238532233014265,2.5503062226925977,2.0,7.0,4.0,5.0,124.32752867845667,335.79883913523264,187.31261016661537,232.9716099568137,1521,1220,1310,861,266.92137386007346,1.0
0,3,1.0,50.716569245994016,1,-3.9722173143727817,-3.9722173143727817,54.6887865603668,1.7836869201564696,1.0,6.0,2.0,5.0,50.716569245994016,312.5263562001669,114.29034403989056,233.66280698361197,1915,1845,2348,652,77.77869359430865,1.0
0,4,6.0,296.8332396117806,1,-0.5982223364020471,-0.5982223364020471,-62.56853805181738,1.6336708691960666,6.0,7.0,5.0,2.0,296.8332396117806,349.01821643234723,247.2267482435281,107.25101724625091,1477,1030,616,1622,188.6966443567728,1.0
0,5,5.0,243.8989175718417,0,23.030780477891888,-79.71673061232241,-36.38435181583589,1.9170858067809604,5.0,7.0,6.0,2.0,243.8989175718417,346.646428662056,291.65015757044137,118.84369316555339,2126,824,1891,77,36.382251300508855,1.0
0,6,1.0,46.43537907867481,1,-1.3072322788067912,-1.3072322788067912,47.74261135748161,1.5669872487778775,1.0,2.0,7.0,4.0,46.43537907867481,98.4056282470197,315.1078370280509,180.08362646309715,899,941,1650,2087,131.9772980633695,1.0
0,7,6.0,305.63150364421296,0,-0.6747883908748631,169.2836163640143,136.34788728019862,1.833698352536885,6.0,3.0,1.0,5.0,305.63150364421296,135.67309888932377,64.37752666828885,230.23978362634986,277,1330,406,265,39.03062884862747,1.0
0,8,7.0,341.36542062421523,1,8.700234422635987,8.700234422635987,-27.334813798420765,1.7003553448885214,7.0,6.0,4.0,1.0,341.36542062421523,273.1146875034597,185.4083606578933,83.4816908691349,1261,1873,1853,1000,281.2370650213225,1.0
0,9,4.0,221.92741419819902,0,3.7064649632040374,-83.97555787600068,-54.097027925800276,1.6336868346261326,4.0,6.0,3.0,5.0,221.92741419819902,309.6094370374037,177.25019559038458,263.6278421797455,179,1211,152,319,26.95914154695747,1.0
