block,trial,conditionNum,ltmtrialsoldnew,ltmTrialsOldInvalidCued,ltmTrialsOldInvalidTested,ltmTrialsOldValidCued,ltmWMblockNum,ltmWMtrialNum,ltmWMimageNum,imageNum,ltmrating,ltmratingrts,ltmresptestimgdiff,ltmrespcuediff,ltmrespwmrespdiff,ltmrespdeg,mousposdeg,ltmresprts,artifactfree
0,0,0,0.0,0.0,0.0,0.0,0,0,0,1051.0,3.0,13.149760789967331,0.0,0.0,0.0,0.0,161.9104640861722,0.0,1.0
0,1,0,0.0,0.0,0.0,0.0,0,0,0,1702.0,3.0,2.8833083826575603,0.0,0.0,0.0,0.0,153.92668702688027,0.0,1.0
0,2,0,0.0,0.0,0.0,0.0,0,0,0,2120.0,4.0,2.116582425467641,0.0,0.0,0.0,0.0,216.85165209373758,0.0,1.0
0,3,1,1.0,0.0,0.0,1.0,0,2,0,613.0,1.0,2.199781217115742,-98.91814200377117,-98.91814200377117,-101.26021796294103,163.58276716956524,323.882048618345,43.882920366620965,0.0
0,4,1,1.0,0.0,0.0,1.0,0,4,0,420.0,1.0,6.899232720386863,10.582388835431482,10.582388835431482,6.602502938239132,84.60608949378774,145.4040425529451,1.350320034827746,1.0
0,5,1,1.0,0.0,0.0,1.0,0,11,0,831.0,3.0,2.516623251254714,52.648812270352764,52.648812270352764,45.51506322268082,60.16446089973845,25.506239882360966,4.600262231557281,1.0
0,6,0,0.0,0.0,0.0,0.0,0,0,0,2359.0,4.0,3.9999198879468167,0.0,0.0,0.0,0.0,107.76101772024393,0.0,1.0
0,7,0,0.0,0.0,0.0,0.0,0,0,0,1238.0,4.0,2.7999681832552596,0.0,0.0,0.0,0.0,300.51875157175937,0.0,1.0
0,8,1,1.0,0.0,0.0,1.0,0,15,0,1241.0,1.0,2.0666264300780313,-137.092114833264,-137.092114833264,-144.02880299778403,-94.49435765263199,32.29898634065859,1.6003255229315982,0.0
0,9,0,0.0,0.0,0.0,0.0,0,0,0,427.0,4.0,1.8660740275299759,0.0,0.0,0.0,0.0,306.09384419445377,0.0,1.0
0,10,0,0.0,0.0,0.0,0.0,0,0,0,1720.0,4.0,3.5665809572219587,0.0,0.0,0.0,0.0,156.09367431677202,0.0,1.0
0,11,1,1.0,0.0,0.0,1.0,0,5,0,1090.0,1.0,1.4999442636781168,12.442720735994525,12.442720735994525,9.677296552724938,-3.8460300900473765,237.9496555865246,5.733594918672679,1.0
0,12,0,0.0,0.0,0.0,0.0,0,0,0,823.0,3.0,5.033232532792681,0.0,0.0,0.0,0.0,234.10916558893348,0.0,1.0
0,13,1,1.0,0.0,0.0,1.0,0,17,0,961.0,2.0,4.383246659313954,175.07500266739262,175.07500266739262,166.13692933912296,-169.5175616024401,234.9123856977458,6.966892054280834,1.0
0,14,0,0.0,0.0,0.0,0.0,0,0,0,2283.0,4.0,1.4333127018671803,0.0,0.0,0.0,0.0,85.30979017985754,0.0,1.0
0,15,0,0.0,0.0,0.0,0.0,0,0,0,586.0,4.0,2.5331588354056294,0.0,0.0,0.0,0.0,193.68055523008496,0.0,1.0
0,16,0,0.0,0.0,0.0,0.0,0,0,0,202.0,4.0,0.9828186727809225,0.0,0.0,0.0,0.0,130.710577633389,0.0,1.0
0,17,0,0.0,0.0,0.0,0.0,0,0,0,853.0,4.0,0.9999655033498129,0.0,0.0,0.0,0.0,38.38552143076288,0.0,1.0
0,18,0,0.0,0.0,0.0,0.0,0,0,0,1685.0,4.0,1.1833471272420866,0.0,0.0,0.0,0.0,289.9356801583973,0.0,1.0
0,19,0,0.0,0.0,0.0,0.0,0,0,0,2299.0,3.0,1.7332961377724132,0.0,0.0,0.0,0.0,204.69266247876402,0.0,1.0
0,20,1,1.0,0.0,0.0,1.0,0,21,0,1537.0,3.0,1.7499585897658108,47.2813668410043,47.2813668410043,40.103144691044164,2.270449670665093,356.1349977883431,6.083617883177794,1.0
0,21,3,1.0,0.0,1.0,0.0,0,6,1,1947.0,1.0,1.6499773205905512,-110.96352914871674,72.61524083783465,-89.89276074362355,-93.93722516482408,101.13261727593783,1.4336411327785754,1.0
0,22,0,0.0,0.0,0.0,0.0,0,0,0,1895.0,4.0,1.649951947021691,0.0,0.0,0.0,0.0,250.38305898045323,0.0,1.0
0,23,0,0.0,0.0,0.0,0.0,0,0,0,1361.0,4.0,4.749971989289406,0.0,0.0,0.0,0.0,128.3858941557775,0.0,1.0
0,24,1,1.0,0.0,0.0,1.0,0,3,0,1321.0,1.0,1.416151901577905,130.42458668091726,130.42458668091726,125.5811130821651,143.46404566396268,264.4071047032433,1.533648915907179,1.0
0,25,0,0.0,0.0,0.0,0.0,0,0,0,380.0,4.0,1.216613016298652,0.0,0.0,0.0,0.0,71.40635120226736,0.0,1.0
0,26,2,1.0,1.0,0.0,0.0,0,7,0,1227.0,4.0,1.7999599154627504,178.5997605369559,116.08866544432023,173.87374389527375,94.45560283332632,102.10046366536663,5.450281347262717,1.0
0,27,0,0.0,0.0,0.0,0.0,0,0,0,493.0,1.0,9.833150254005886,0.0,0.0,0.0,0.0,0.07565956587780587,0.0,1.0
0,28,0,0.0,0.0,0.0,0.0,0,0,0,525.0,4.0,3.2999252762656397,0.0,0.0,0.0,0.0,257.3727851519833,0.0,1.0
0,29,0,0.0,0.0,0.0,0.0,0,0,0,2016.0,4.0,0.7166391026075871,0.0,0.0,0.0,0.0,75.88145373530088,0.0,1.0
0,30,3,1.0,0.0,1.0,0.0,0,12,1,1742.0,3.0,0.733319230570487,-17.56148864359839,-110.28563543907003,-36.86910999920434,-4.803485759069079,277.9328651679955,6.033615987287703,1.0
0,31,3,1.0,0.0,1.0,0.0,0,14,1,2305.0,1.0,3.6999184909745964,-64.81492667574582,60.97172058085075,-31.895067417197097,-177.35375891934987,278.5738924226485,1.7837524771312019,1.0
0,32,2,1.0,1.0,0.0,0.0,0,14,0,2129.0,4.0,5.433212633071889,-65.00747343610107,60.779173820495515,-32.08761417755233,-177.16121215899463,201.75821577988978,2.583592937253343,1.0
0,33,3,1.0,0.0,1.0,0.0,0,1,1,1487.0,1.0,2.5161100779532717,54.36475534172213,1.5374575284311471,123.70262419132592,136.18994893214244,344.8107843631088,1.0503186378573446,1.0
0,34,1,1.0,0.0,0.0,1.0,0,9,0,1934.0,1.0,1.7499366373522207,-55.15879018170172,-55.15879018170172,-49.674902938926444,131.6136656712163,189.95091501796435,1.3503131925172056,1.0
0,35,1,1.0,0.0,0.0,1.0,0,18,0,1425.0,4.0,1.766615910024484,-94.08211869540126,-94.08211869540126,-91.27462848984652,88.80651057601797,118.71290295867816,1.61700080425544,1.0
0,36,2,1.0,1.0,0.0,0.0,0,8,0,567.0,4.0,2.1666573060047085,84.0931510829688,8.098751761918173,-101.95047452545496,-75.35811545876663,302.1082318439803,4.050241091668795,1.0
0,37,1,1.0,0.0,0.0,1.0,0,22,0,279.0,3.0,1.1499857309318031,27.13127546380951,27.13127546380951,20.449434723477225,-90.73139575309754,0.30539741937009257,2.5169947317044716,1.0
0,38,3,1.0,0.0,1.0,0.0,0,7,1,614.0,4.0,1.4998325059368653,93.99841860275323,31.487323510117537,89.27240196107101,179.056944767529,21.455624366996055,4.200312921675504,1.0
0,39,1,1.0,0.0,0.0,1.0,0,23,0,501.0,4.0,1.4166274421695562,-47.07640382393392,-47.07640382393392,-49.350917163289836,-89.30130561701654,220.53772262774194,3.216884998148089,1.0
0,40,1,1.0,0.0,0.0,1.0,0,0,0,992.0,4.0,1.0997982373646664,3.5258442184012737,3.5258442184012737,1.4987970596800142,155.3948760820484,152.48006004928675,2.7002731507454882,1.0
0,41,0,0.0,0.0,0.0,0.0,0,0,0,1936.0,4.0,1.0832914479378815,0.0,0.0,0.0,0.0,168.69247942146714,0.0,1.0
