block,trial,cueposbin,cueposdeg,cuevalid,wmresptestcolordiff,wmrespcueposdiff,wmrespdeg,wmrts,imageposbin0,imageposbin1,imageposdeg0,imageposdeg1,imagenum0,imagenum1,mouseposdeg
0,0,5.0,235.48340671337002,1,11.656249999999993,119.51076073367891,-5.0058325529510901,2.0089548740070313,5.0,6.0,235.48340671337002,312.73897177851745,463,42,62.037238189499263
0,1,6.0,278.51005536515589,1,-78.796875,-73.418525655482043,-154.90847029032616,2.1838942270260304,6.0,4.0,278.51005536515589,190.2723891874426,509,708,92.792348057847533
0,2,1.0,45.369306708406029,1,4.921875000000008,44.630693291593971,90.0,2.5672626222949475,1.0,2.0,45.369306708406029,97.012128354545936,584,230,85.847056323233929
0,3,2.0,124.0804011020293,0,-3.7031250000000036,28.708728926918216,152.78913002894751,2.0755767426453531,2.0,5.0,124.0804011020293,247.01298147149191,128,356,54.740125155468647
0,4,0.0,13.095518074542094,1,-8.1093750000000018,-108.01208408055213,-94.916566006010029,2.1589192228857428,0.0,5.0,13.095518074542094,241.70690051443901,55,313,220.52256959040329
0,5,4.0,185.99231595009994,0,-14.296874999999986,39.288543464583505,-134.71914058531661,2.4590705803129822,4.0,7.0,185.99231595009994,344.75285668499248,432,110,3.6524270872652975
0,6,3.0,144.64990169306998,1,2.3124999999999991,81.913614745524868,-133.43648356140517,1.9422129802405834,3.0,0.0,144.64990169306998,6.8938539765023714,760,399,6.6268655822351308
0,7,7.0,348.4679628623602,1,16.624999999999982,28.073060774125626,16.541023636485825,2.2922405060380697,7.0,2.0,348.4679628623602,112.97495684868119,434,64,291.79319828485188
1,0,5.0,260.59319447756872,1,7.3750000000000009,140.18652163667352,40.779716114242234,2.0922200933564454,5.0,7.0,260.59319447756872,316.06477595573324,36,261,280.52006270429524
1,1,0.0,0.85041489020535432,1,-8.3281249999999964,-135.42177615750325,-134.5713612672979,1.4171143865678459,0.0,5.0,0.85041489020535432,229.61297399266812,767,762,89.13541974533922
1,2,7.0,320.61351709698778,0,-13.562499999999984,81.296394070241391,41.909911167229161,2.092206978937611,7.0,4.0,320.61351709698778,189.34658968652525,714,563,145.1874499422066
1,3,3.0,135.24301818965307,0,0.48437499999999212,-90.96097283455947,44.282045355093594,1.3087843582034111,3.0,4.0,135.24301818965307,205.00576018423052,224,238,78.792013117328736
1,4,6.0,285.99018908562806,1,11.999999999999991,-48.853364630335776,-122.86317554470772,1.7171830662991852,6.0,7.0,285.99018908562806,332.50502883386031,100,599,178.77378803981784
1,5,2.0,91.901009717123202,1,11.015625000000005,60.212689150227668,152.11369886735088,1.4254842430818826,2.0,7.0,91.901009717123202,329.58915132016597,168,447,357.22765856681849
1,6,4.0,218.66013565356226,1,-4.7343749999999822,-92.20541754886311,126.45471810469914,1.7255095881409943,4.0,7.0,218.66013565356226,348.55715656871035,605,109,48.867270545260148
1,7,1.0,76.16889196795907,1,47.031249999999993,145.80317093024308,-138.02793710179782,2.358924240572378,1.0,5.0,76.16889196795907,261.10174137082561,271,107,191.07700044697097
2,0,3.0,145.76889193488776,1,-6.8437500000000009,-104.16860609401103,41.600285840876744,1.183781043626368,3.0,0.0,145.76889193488776,10.847916864459153,553,626,164.8332643650092
2,1,7.0,342.32309236893406,1,-10.140625000000002,16.034467929128635,-1.6424397019373078,1.5671522901393473,7.0,5.0,342.32309236893406,242.57203619536665,544,634,93.780610827935377
2,2,6.0,303.90965590817461,1,-2.890625,-96.055206827036372,-152.14555091886174,1.6171558967325836,6.0,2.0,303.90965590817461,108.79965537091051,440,642,223.80427691369727
2,3,4.0,189.13432045412554,1,-3.1562500000000138,143.03162560532363,-27.834053940550834,1.4504769232589751,4.0,2.0,189.13432045412554,130.69869342530308,217,123,144.84728160761279
2,4,5.0,257.38426737984616,1,-2.5468749999999782,-13.047097395394026,-115.66283001554785,1.4754812924657017,5.0,4.0,257.38426737984616,194.64105150952449,614,378,64.490789722205491
2,5,1.0,67.392967715400474,1,-15.125,142.51055400544183,-150.09647827915765,1.7921120703686029,1.0,6.0,67.392967715400474,274.43658442375937,357,339,303.99414086616628
2,6,2.0,118.83160602764296,0,-21.640624999999996,16.879223251428218,135.71082927907119,1.867173358798027,2.0,0.0,118.83160602764296,0.99715428414259344,87,733,52.228550544332393
2,7,0.0,30.310699479191268,0,5.3749999999999973,-3.7456483021132794,26.56505117707799,1.5421470657456666,0.0,3.0,30.310699479191268,159.54005281697113,723,481,330.38070935992732
3,0,1.0,80.175303673100331,1,109.15624999999999,51.753234209829287,131.92853788292962,2.9008010348770767,1.0,0.0,80.175303673100331,28.24847064955576,73,49,160.64358136054955
3,1,6.0,314.39096725561024,1,11.390625000000007,-38.435609016064348,-84.044641760454084,1.5005617821589112,6.0,3.0,314.39096725561024,143.68274928949552,758,231,17.493192008798832
3,2,4.0,189.51570454183673,0,10.421874999999998,-152.60648241382631,36.909222128010398,2.9923197913449258,4.0,1.0,189.51570454183673,82.843880284313855,108,255,167.99006061140827
3,3,3.0,136.17854132935287,1,7.7812500000000062,43.821458670647147,180.0,1.8255761011969298,3.0,6.0,136.17854132935287,272.88284448638723,368,202,94.059024763993023
3,4,0.0,27.152229419428231,1,159.25000000000003,-147.19359334570734,-120.04136392627913,1.9671255480498075,0.0,5.0,27.152229419428231,265.10867980790323,618,574,137.38348625271149
3,5,7.0,358.99258707894631,0,11.999999999999991,108.13899899142487,107.13158607037116,1.8255467363633215,7.0,1.0,358.99258707894631,64.031378577473475,405,71,281.63114756307618
3,6,2.0,130.5237131431947,1,-3.6250000000000036,120.04786917760066,-109.42841767920461,1.3254636307246983,2.0,6.0,130.5237131431947,272.06382937375935,259,191,83.817425092277119
3,7,5.0,261.91776959935049,1,-58.406250000000014,-150.31031935689688,111.60745024245361,2.1589269204996526,5.0,0.0,261.91776959935049,23.151328152862693,689,521,162.21992538585891
4,0,7.0,323.20584620543514,1,9.3281250000000213,-125.86395022680664,-162.65810402137146,2.425585737451911,7.0,5.0,323.20584620543514,225.9333766290604,485,130,117.96238139103993
4,1,5.0,253.526523727853,0,10.000000000000004,-140.81211137468574,112.71441235316725,2.9589946023188531,5.0,4.0,253.526523727853,189.77260799300498,386,627,38.162185152183831
4,2,4.0,209.00696938390757,1,24.624999999999968,86.716931762624569,-64.276098853467872,2.3255907837301493,4.0,0.0,209.00696938390757,28.700463466901891,57,475,300.30791429756039
4,3,0.0,15.55319086674614,1,4.078124999999992,108.08151843538403,123.63470930213016,1.5421604653820395,0.0,5.0,15.55319086674614,249.26410067064853,278,51,283.98781349364413
4,4,3.0,178.38270693015784,0,20.562500000000007,-19.737084295055926,158.64562263510192,2.2839410682208836,3.0,1.0,178.38270693015784,71.191279339549098,303,400,9.1726177644966924
4,5,1.0,54.963486565001553,1,-161.90625,93.739860703383712,148.70334726838527,2.3589128367602825,1.0,0.0,54.963486565001553,14.242581165414245,59,297,88.959373518642394
4,6,6.0,275.43722800012387,1,-21.312500000000011,69.839796938125929,-14.722975061750224,1.8921646133530885,6.0,4.0,275.43722800012387,218.55428563852817,671,88,228.62451573411423
4,7,2.0,93.554042243518268,1,21.59375,74.126512499845134,167.68055474336339,1.8173037476371974,2.0,3.0,93.554042243518268,147.65275086455753,116,698,58.003772002435269
5,0,2.0,131.98957168672308,0,-53.765624999999993,-94.996545764419707,36.993025922303381,2.3671769225038588,2.0,7.0,131.98957168672308,338.26336357545051,7,10,298.37068303270854
5,1,3.0,135.39073059087048,1,-27.156250000000004,73.02193085220209,-151.58733855692742,2.258913891389966,3.0,0.0,135.39073059087048,33.995018707359435,464,640,104.64270435481231
5,2,1.0,68.650053895930995,1,-11.812499999999991,165.83543684278214,-125.51450926128688,1.2921572579070926,1.0,2.0,68.650053895930995,124.79003033457847,445,624,162.86199501594899
5,3,5.0,245.1116202909613,1,-44.03125,58.808780786213454,-56.079598922825291,1.7755054968874902,5.0,0.0,245.1116202909613,39.118481216864431,38,273,229.50311096270445
5,4,7.0,356.35650390693036,1,-16.843749999999989,-22.73643204641532,-26.379928139485006,1.7838448481634259,7.0,1.0,356.35650390693036,85.556535377724941,458,97,30.893239265103038
5,5,6.0,305.71825583884015,1,-33.234375,94.252670579374396,39.970926418214567,1.750600341707468,6.0,2.0,305.71825583884015,123.61487824639988,535,99,142.04965348988617
5,6,4.0,204.52838775889251,0,9.7343750000000018,85.696471672275564,-69.775140568831915,2.3505857444833964,4.0,7.0,204.52838775889251,351.17258042339597,638,409,334.92269286375324
5,7,0.0,20.189435931523889,1,94.515625000000014,114.95344601546348,135.14288194698736,2.4255583682097495,0.0,5.0,20.189435931523889,236.69924339494892,725,302,47.441342017398647
6,0,2.0,127.88460082593517,1,-15.812500000000009,155.14123982093568,-76.974159353129181,2.533938858890906,2.0,1.0,127.88460082593517,67.347995347995536,672,479,112.10576462697651
6,1,5.0,242.80850378913249,1,13.343749999999996,-32.260932040225455,-149.45242825109298,1.4421677924692631,5.0,4.0,242.80850378913249,197.93875831421974,39,82,248.30032391106772
6,2,0.0,36.880370334162684,1,4.078124999999992,4.9871644672692854,41.867534801431965,1.9338599443435669,0.0,7.0,36.880370334162684,349.63123466771134,14,151,121.84634820349623
6,3,7.0,317.71021751628047,0,9.5625000000000302,-169.37096861291704,148.33924890336343,1.7588558744173497,7.0,2.0,317.71021751628047,100.66582366195441,545,543,144.24177258461563
6,4,4.0,215.70706816598138,1,18.15625,58.28871992431219,-86.004211909706456,1.5921871645841748,4.0,6.0,215.70706816598138,307.38902118226179,620,179,268.33578144456618
6,5,1.0,69.453039231262551,1,-2.2031250000000062,-115.17099387616896,-45.717954644906406,1.9838900645263493,1.0,6.0,69.453039231262551,303.44981315811066,653,738,121.18248422277507
6,6,6.0,290.55288175052794,0,55.390625000000021,-140.03673624510475,150.51614550542322,1.4504583920352161,6.0,2.0,290.55288175052794,92.339830062209359,690,413,27.819814659445136
6,7,3.0,167.66246988386104,1,-30.140625,-119.1766787007389,48.485791183122139,1.9171304944902658,3.0,6.0,167.66246988386104,299.32113931316735,276,77,270.76949873647578
7,0,3.0,152.70197667319835,1,-14.609375000000002,42.072573601848234,-165.22544972495342,1.6671843065414578,3.0,0.0,152.70197667319835,28.089592906192301,691,422,174.33547807909721
7,1,6.0,311.95976157195383,1,140.35937500000003,-43.620043940936633,-91.660282368982806,1.9088669789489359,6.0,7.0,311.95976157195383,355.36449835427828,556,462,358.48568401222946
7,2,4.0,205.83257812664215,0,-9.3125000000000444,-15.348402730113111,-169.515824603471,2.2172148544341326,4.0,7.0,205.83257812664215,358.49441126131529,379,728,260.82912365806658
7,3,0.0,37.640697681716304,1,-11.781249999999988,-53.668612651142695,-16.02791496942638,1.5671517201699317,0.0,2.0,37.640697681716304,106.23846950009403,540,104,36.594129588207814
7,4,7.0,348.85390548975005,1,128.81250000000003,0.98588838935539092,-10.160206120894594,1.583814742276445,7.0,5.0,348.85390548975005,252.97804197914286,580,1,54.258125738112859
7,5,2.0,119.63930117805,0,1.1562499999999598,-133.97473659757014,-14.335435419520124,1.2171130750793964,2.0,4.0,119.63930117805,197.92293973328503,611,461,193.48918940261876
7,6,5.0,228.41424280959407,1,12.156249999999989,-90.588951051224043,137.82529175837004,1.3838858450762928,5.0,1.0,228.41424280959407,62.555673417674612,213,146,218.76608565816198
7,7,1.0,64.877304267504542,1,-6.1562500000000062,102.5002292926862,167.37753356019076,1.617154756328091,1.0,3.0,64.877304267504542,166.85440293265344,369,515,89.648507848345588
8,0,0.0,7.3338391536884098,0,96.515625,-115.89416147347356,-108.56032231978516,1.6171624537091702,0.0,3.0,7.3338391536884098,179.87675604866143,587,145,257.82904405005479
8,1,6.0,309.36832931932798,1,-22.906249999999989,-39.572228029794751,-90.203898710466802,2.0922246547415853,6.0,5.0,309.36832931932798,234.96167633696223,152,350,15.787261559398686
8,2,2.0,92.04756967697989,1,-148.18750000000003,2.9582628759712253,95.005832552951105,3.5590814994648099,2.0,7.0,92.04756967697989,335.0115595774534,101,355,153.13732380406245
8,3,5.0,256.72884374829113,1,-24.562499999999961,14.098474626523648,-89.172681625185248,1.3255343346390873,5.0,1.0,256.72884374829113,84.570006574715563,61,316,337.65982065664633
8,4,4.0,207.91012504262497,1,16.421874999999954,-78.002240167123929,129.90788487550105,1.4921622758265585,4.0,3.0,207.91012504262497,146.71596195814584,468,323,10.579995471968218
8,5,7.0,356.96403264365733,1,15.234375000000004,-46.896120071922212,-49.932087428264857,1.2837859760038555,7.0,4.0,356.96403264365733,192.5176582701186,493,406,192.47387948153113
8,6,3.0,148.2689911965046,0,-17.406250000000018,-31.615520676787845,116.65347051971675,1.3421215212438256,3.0,4.0,148.2689911965046,216.22129127298732,735,30,114.9244994875375
8,7,1.0,80.404822266158874,1,-66.375,101.7006919226972,-177.89448581114397,1.8505203151144087,1.0,3.0,80.404822266158874,161.09698711429456,220,646,104.37373336075916
9,0,4.0,192.47382496947228,1,-6.3437499999999929,43.725604691677937,-123.80057033884978,1.3587953769601882,4.0,2.0,192.47382496947228,130.43703338490306,472,442,95.033401131059563
9,1,7.0,331.08608363139041,0,2.6874999999999982,-160.61621146399031,170.46987216740007,1.4338107651565224,7.0,5.0,331.08608363139041,257.98944955643009,421,686,234.64700582299497
9,2,1.0,52.002723795165942,1,-21.375000000000021,-37.439967516871654,14.56275627829428,1.5504610433708876,1.0,2.0,52.002723795165942,109.4436557997698,643,358,54.376615304743709
