block,trial,cueposbin,cueposdeg,cuevalid,wmresptestimgdiff,wmrespcuediff,wmrespdeg,wmrts,imageposbin0,imageposbin1,imageposbin2,imageposbin3,imageposdeg0,imageposdeg1,imageposdeg2,imageposdeg3,imagenum0,imagenum1,imagenum2,imagenum3,mouseposdeg,ncues
0,0,4.0,[ 206.48023872  136.42648735  318.65568035   60.56840271],1,-99.547134660623641,-99.547134660623641,-53.972626614896392,2.3839445750054438,4.0,3.0,7.0,1.0,206.48023872447996,136.426487348465,318.65568034697162,60.568402709702376,1221,267,1013,1888,258.70997527120375,4.0
0,1,1.0,[  59.467969    169.92359423  288.42938465  124.90250157],1,-14.526355504922547,-14.526355504922547,73.99432450057796,1.7174305298831314,1.0,3.0,6.0,2.0,59.467968995655418,169.92359422776011,288.4293846534635,124.90250157356115,1489,396,1047,104,39.728546017206,4.0
0,2,2.0,[ 111.61663591  256.16621571  313.3313882    65.20868355],1,4.5788681126005644,4.5788681126005644,107.03776779562564,2.0339013686752878,2.0,5.0,6.0,1.0,111.61663590822621,256.16621570762533,313.33138820406657,65.208683546115182,2053,276,271,1667,102.26348179561889,4.0
0,3,4.0,[ 217.00153813   30.12829635  341.29477697  143.80127337],0,8.3268868655267561,-164.79987135952663,21.801409486351812,1.7754541797621641,4.0,0.0,7.0,3.0,217.00153812682518,30.128296351878568,341.29477696759864,143.80127337176694,588,801,708,463,52.201783053605212,4.0
0,4,2.0,[ 117.1104769   270.04259971  178.41780007   15.60181144],0,-7.7950139692271581,-160.72713677951936,-82.162386322101554,1.5255005791550502,2.0,6.0,3.0,0.0,117.11047689837908,270.04259970867133,178.41780006820767,15.601811441553417,1498,1701,1619,1008,113.67815381172429,4.0
0,5,0.0,[  22.87445218  279.00756363  119.10464522  227.84055811],1,3.2965970230710187,3.2965970230710187,19.577855155988647,2.1005731290497351,0.0,6.0,2.0,5.0,22.874452179059666,279.00756362644705,119.10464522050121,227.84055811044965,523,887,1115,408,100.26611480845565,4.0
0,6,3.0,[ 152.42261217  355.70535869  276.28928746   50.64348276],1,-1.2102487450369341,-1.2102487450369341,153.63286091838228,2.4506280243513174,3.0,7.0,6.0,1.0,152.42261217334536,355.70535868958405,276.28928745903409,50.643482756006144,545,783,1081,2025,346.75374368649665,4.0
0,7,7.0,[ 337.52149707  265.9883195    23.42898344  147.43849097],1,0.48527012508264644,0.48527012508264644,-22.96377305985455,2.0172292233910412,7.0,5.0,0.0,3.0,337.52149706522812,265.98831950400216,23.42898343862089,147.43849097132701,90,1431,62,2361,260.08047490585199,4.0
0,8,6.0,[ 273.99729146  337.88366514   76.24341822   30.63539638],0,9.534938023316661,-54.351435658229825,-31.651272886712622,2.1339102921774611,6.0,7.0,1.0,0.0,273.99729145505756,337.88366513660407,76.243418224553494,30.635396380575365,1951,352,1540,1721,105.25725542121317,4.0
0,9,5.0,[ 268.3063188   197.10035181   20.59446589  327.69880571],1,-2.7996399487827333,-2.7996399487827333,-88.894041247711485,2.1172421382798348,5.0,4.0,0.0,7.0,268.30631880350575,197.10035181361422,20.594465889404962,327.69880571419412,904,1948,367,1509,339.69234940467175,4.0
0,10,1.0,[  48.2269308   211.87683555  102.75634544  272.13142158],1,-20.604969728714519,-20.604969728714519,68.831900529448333,1.2504562253016047,1.0,4.0,2.0,6.0,48.226930800733818,211.87683554831415,102.75634544092412,272.13142158224218,248,668,964,320,283.58265149942599,4.0
0,11,7.0,[ 326.05871034  268.89730315  220.80660498  130.82044964],1,12.331740360550317,12.331740360550317,-46.273030020056716,1.3004663890169468,7.0,5.0,4.0,2.0,326.05871034049358,268.89730314916642,220.8066049810468,130.8204496366973,1970,2249,1247,1438,18.619851295578506,4.0
0,12,6.0,[ 313.98575205   15.028642     73.01907444  150.51907433],1,-139.59058232309539,-139.59058232309539,93.576334374997373,1.2254649706592318,6.0,0.0,1.0,3.0,313.98575205190195,15.028641996529103,73.01907443773402,150.51907432756011,1356,990,2253,1333,158.80729776726125,4.0
0,13,1.0,[  64.6565363   125.14289627  194.05377411   18.47682981],1,-13.011294530976436,-13.011294530976436,77.667830830733777,1.4588128533796407,1.0,2.0,4.0,0.0,64.656536299757349,125.14289626789679,194.05377410955884,18.476829805167561,1917,1254,1402,12,164.20505280326907,4.0
0,14,3.0,[ 178.07360499   23.30237873   91.93481682  260.75293335],1,-77.286482721398983,-77.286482721398983,-104.63991229313554,1.6255029454478063,3.0,0.0,2.0,5.0,178.07360498546549,23.302378725491362,91.934816821547344,260.75293335149127,1774,536,351,29,353.67564949510455,4.0
0,15,5.0,[ 232.98806581  334.95490149  167.05828954   95.91449826],1,9.2200432108613253,9.2200432108613253,-136.23197740263973,2.1172341555648018,5.0,7.0,3.0,2.0,232.98806580822162,334.95490148500755,167.0582895392815,95.914498256095669,1288,2327,622,830,119.90022584949654,4.0
0,16,4.0,[ 213.97914213  171.43944346   77.41191589   32.42287762],1,6.3238184538855418,6.3238184538855418,-152.34467632838002,1.8755731504352298,4.0,3.0,1.0,0.0,213.97914212550555,171.43944346053516,77.41191588946154,32.422877623712168,1834,2262,1978,888,278.98348592067089,4.0
