block,trial,cueposbin,cueposdeg,cuevalid,wmresptestimgdiff,wmrespcuediff,wmrespdeg,wmrts,imageposbin0,imageposbin1,imageposbin2,imageposbin3,imageposdeg0,imageposdeg1,imageposdeg2,imageposdeg3,imagenum0,imagenum1,imagenum2,imagenum3,mouseposdeg,ncues
0,0,7.0,[ 323.06935153  277.91002341  201.52769828   28.49275018],0,9.0377474353249685,54.197075553457317,-91.127724025858697,1.7588375127015752,7.0,6.0,4.0,0.0,323.0693515275986,277.91002340946625,201.52769828359089,28.492750175523501,2033,1316,254,193,24.468615130674742,1.0
0,1,2.0,[  92.08319179   16.49443656  198.06865724  156.98708841],0,2.3468311707446108,77.935586399839949,14.147605387001688,1.9922746602460393,2.0,0.0,4.0,3.0,92.083191786841638,16.494436557746301,198.06865723931776,156.98708841017441,1103,142,1283,1603,240.55093806986082,1.0
0,2,2.0,[  92.56111987  345.10632502  146.02356992  277.14681461],0,6.1279690354826712,113.5827638803498,-21.021644014054221,1.7838752313582518,2.0,7.0,3.0,6.0,92.561119866295584,345.10632502142846,146.02356992068806,277.14681461276018,170,1792,971,902,347.92441455595241,1.0
0,3,0.0,[   3.20752263   89.77460808  316.96905475  157.61736393],1,1.2475953750556685,1.2475953750556685,1.9599272591263699,1.1838309839222347,0.0,1.0,7.0,3.0,3.2075226341820384,89.77460808082165,316.96905475225873,157.61736393303326,322,1931,2013,1525,35.25349118100516,1.0
0,4,5.0,[ 246.20607896  313.73822339   26.92519038  190.28698126],1,8.5535224634777531,8.5535224634777531,-122.34744349944206,1.3004976695956429,5.0,6.0,0.0,4.0,246.20607896403573,313.73822339390233,26.925190380383341,190.28698126274665,1148,2107,554,2173,185.15097000141589,1.0
0,5,7.0,[ 319.25137511  227.09755289    9.10740464   70.63392166],1,-0.17243794313944275,-0.17243794313944275,-40.576186943056364,1.4587954320231802,7.0,5.0,0.0,1.0,319.25137511380422,227.09755289177542,9.1074046399044875,70.633921659000606,656,499,924,1916,27.565286556349697,1.0
0,6,0.0,[  25.59940771  223.73145032   74.99059595  294.2354006 ],0,-3.2664295387783966,158.60152785262318,-133.00212014352334,1.5255161155328096,0.0,4.0,1.0,6.0,25.59940770909984,223.73145031769829,74.99059594731699,294.23540060315611,168,1030,2132,1210,26.632452240623081,1.0
0,7,1.0,[  77.0357297   318.50126213  145.38294286   21.15012058],1,1.7792925383421518,1.7792925383421518,75.25643716352927,1.042098924946913,1.0,7.0,3.0,0.0,77.035729701871418,318.50126213243988,145.38294285880738,21.150120577693912,246,1655,415,2010,2.7799889311868009,1.0
0,8,3.0,[ 141.86124734  352.46653647  204.44888945   46.23307805],1,-6.0595029984078135,-6.0595029984078135,147.9207503358316,0.91709821219774312,3.0,7.0,4.0,1.0,141.8612473374238,352.46653647029427,204.4488894470019,46.233078046596908,988,2099,2058,1821,136.94332449392246,1.0
0,9,3.0,[ 137.5357109    62.67471856  271.52656361  333.49441189],1,-2.0319368745205542,-2.0319368745205542,139.56764777043583,1.5255263791150355,3.0,1.0,6.0,7.0,137.53571089591529,62.674718557841004,271.52656360716998,333.49441188646631,1261,1825,478,1798,176.35275583249239,1.0
0,10,1.0,[  76.78001517  221.61213487  347.02227675  125.01474365],1,2.5368354111947413,2.5368354111947413,74.243179763241798,1.5005071919185866,1.0,4.0,7.0,2.0,76.780015174436542,221.61213487047215,347.02227675211913,125.01474364769176,49,1588,2353,433,230.50904054794941,1.0
0,11,2.0,[ 105.73280452  199.08401092  150.84588895  332.56109011],1,-13.38839673087125,-13.38839673087125,119.1212012556563,1.2004534221632639,2.0,4.0,3.0,7.0,105.73280452478505,199.08401092281849,150.84588895471481,332.56109010674408,1719,1939,1059,1924,1.6023857914580431,1.0
