block,trial,cueposbin,cueposdeg,cuevalid,wmresptestimgdiff,wmrespcuediff,wmrespdeg,wmrts,imageposbin0,imageposbin1,imageposbin2,imageposbin3,imageposdeg0,imageposdeg1,imageposdeg2,imageposdeg3,imagenum0,imagenum1,imagenum2,imagenum3,mouseposdeg,ncues
0,0,0.0,[  37.61024438  332.08969081  264.60561745   97.96779847],1,-0.97891560400599131,-0.97891560400599131,38.589159979767558,1.8255238387500867,0.0,7.0,5.0,2.0,37.610244375761567,332.0896908117129,264.60561745147766,97.967798474123356,81,1723,630,1997,358.24388859106983,1.0
0,1,1.0,[  64.24932294  152.84809627  107.02271161  351.83214386],1,8.3102317568820503,8.3102317568820503,55.939091183192154,1.7338395150145516,1.0,3.0,2.0,7.0,64.249322940074208,152.84809626760403,107.02271160652185,351.83214385984257,2218,2347,541,447,26.600713530831783,1.0
0,2,4.0,[ 199.02264144   39.1755703   323.38751998  260.07678343],1,-8.0494388003915613,-8.0494388003915613,-152.92791976200724,2.0339220793393906,4.0,0.0,7.0,5.0,199.02264143760124,39.175570304130268,323.38751998441245,260.07678343080715,395,2359,1555,292,238.28013645353653,1.0
0,3,7.0,[ 358.90892042   62.94480456  113.7485204   179.942128  ],1,-1.5440012066676476,-1.5440012066676476,0.45292162896120158,1.8088541690376587,7.0,1.0,2.0,3.0,358.90892042229353,62.944804559391798,113.74852040391822,179.94212800037531,104,1380,334,302,221.88591754348093,1.0
0,4,2.0,[ 134.44663458  213.99571946   73.02318329  261.88340662],1,5.1734818407091314,5.1734818407091314,129.27315274108872,1.9088602131232619,2.0,4.0,1.0,5.0,134.44663458179787,213.99571946031517,73.02318329081217,261.88340662387475,443,76,460,1536,237.47116923904372,1.0
0,5,5.0,[ 248.46303926  331.87207621   23.72954985   67.36402525],1,6.9059678807853295,6.9059678807853295,-118.44292862436335,2.625537694490049,5.0,7.0,0.0,1.0,248.46303925642195,331.87207620946111,23.729549854848464,67.36402525097327,2105,545,1789,806,54.182790071260854,1.0
0,6,6.0,[ 312.88789864  201.62946476  157.62862414  268.08818019],1,-2.1121013644541349,-2.1121013644541349,-45.0,1.4422083905374166,6.0,4.0,3.0,5.0,312.88789863554587,201.62946475839209,157.6286241441727,268.08818018791885,2226,1274,1954,1665,339.54730087670379,1.0
0,7,1.0,[  77.03959811  250.27943586  172.33466444   23.41967338],0,-125.31852572705509,61.441636526446999,15.597961584659977,1.9255253212468233,1.0,5.0,3.0,0.0,77.039598111106983,250.27943585760488,172.33466443691307,23.419673380378686,689,1816,1504,392,240.91434056278914,1.0
0,8,6.0,[ 299.34960875  140.60941688   48.06368507  353.89629665],1,3.2961134370078149,3.2961134370078149,-63.946504689509048,1.7838396860461216,6.0,3.0,1.0,7.0,299.34960874749879,140.60941687708237,48.063685068764265,353.89629665485654,2338,2181,155,195,191.14951376740876,1.0
0,9,3.0,[ 166.16261991   99.1823219    23.90596775  307.66908609],0,-74.554187482228215,-7.5738894718551553,173.73650938566547,1.6338300497736782,3.0,2.0,0.0,6.0,166.16261991381032,99.182321903437256,23.905967751013733,307.66908608955032,1199,819,2170,878,3.8944224647848458,1.0
