block,trial,cueposbin,cueposdeg,cuevalid,wmresptestimgdiff,wmrespcuediff,wmrespdeg,wmrts,imageposbin0,imageposbin1,imageposbin2,imageposbin3,imageposdeg0,imageposdeg1,imageposdeg2,imageposdeg3,imagenum0,imagenum1,imagenum2,imagenum3,mouseposdeg,ncues
0,0,3.0,[ 178.3621464   310.85283621  233.95484975  353.5949358 ],1,-4.5208170493307449,-4.5208170493307449,-177.11703654746046,1.2921593660721555,3.0,6.0,5.0,7.0,178.36214640320881,310.85283620588336,233.95484975260291,353.59493579806258,1736,971,1549,850,222.15420548524895,1.0
0,1,4.0,[ 223.22415706   96.30051487  307.17501595  158.61766733],0,-13.395666831664993,113.52797536037352,109.69618169906491,1.5088272490538657,4.0,2.0,6.0,3.0,223.22415705943843,96.300514867399912,307.1750159533388,158.61766733325641,2354,608,859,1534,141.80030672217453,1.0
0,2,2.0,[ 133.36792179   71.71097748  308.29717637  259.00001086],1,11.020478292278405,11.020478292278405,122.34744349944206,2.0421981395920739,2.0,1.0,6.0,5.0,133.36792179172045,71.710977476864002,308.29717636870816,259.00001085675751,1746,2321,1077,1334,325.03164284010165,1.0
0,3,0.0,[  22.6437896   291.21345194  334.66652643  231.07131467],1,-5.6569661694004409,-5.6569661694004409,28.300755766006379,1.8422456370899454,0.0,6.0,7.0,5.0,22.643789596605938,291.21345193739637,334.66652642662348,231.07131467196356,1386,814,2181,1067,155.05794809866595,1.0
0,4,6.0,[ 281.19111992  148.17953874  197.64430449   13.39000701],1,-4.4919878724762077,-4.4919878724762077,-74.316892203610379,1.2587477064225823,6.0,3.0,4.0,0.0,281.19111992391339,148.17953874435796,197.64430448791748,13.390007006941532,503,1339,211,474,29.7911407297184,1.0
0,5,1.0,[  75.8936416   137.50880918  238.43047194  299.76257956],0,8.8816666990180142,-52.733500881519113,128.62714247683513,3.3507430261233822,1.0,3.0,5.0,6.0,75.893641595316012,137.50880917585314,238.43047193979569,299.76257956290596,356,172,1530,1581,182.82963510874103,1.0
0,6,7.0,[ 338.86067295  298.25976437   51.16924162  199.63049277],1,-0.19185645913435267,-0.19185645913435267,-20.947470586951159,1.3338468924630433,7.0,6.0,1.0,4.0,338.8606729539145,298.2597643747585,51.16924161967696,199.63049277177558,134,1199,1981,1862,89.80497650622695,1.0
0,7,7.0,[ 322.49208283  124.88017097   37.64449471  225.47800263],1,-6.0310778222003609,-6.0310778222003609,-31.476839349583983,1.0504115695366636,7.0,2.0,0.0,5.0,322.49208282821564,124.88017096609872,37.644494712660403,225.47800263451833,39,1682,1691,1428,305.06738684109337,1.0
0,8,6.0,[ 297.58895917   43.01658001  241.2282638   165.862202  ],1,-2.6523163706903907,-2.6523163706903907,-59.758724460756461,2.6339879026636481,6.0,0.0,5.0,3.0,297.58895916855317,43.016580008263809,241.22826379843718,165.86220199919518,417,925,489,1431,135.03769267772887,1.0
0,9,4.0,[ 223.70770947  289.76507202   96.22533003  176.55381444],1,2.1413398364208782,2.1413398364208782,-138.43363036245054,1.3671781540615484,4.0,6.0,2.0,3.0,223.70770947397034,289.76507202057405,96.22533003030901,176.55381444403054,1178,433,478,410,40.168029127551492,1.0
0,10,1.0,[  58.39225018  224.74211281  100.10630041  177.10310056],0,-1.9343582351654562,-168.28422086468174,-133.32352895319326,1.1587653255555779,1.0,4.0,2.0,3.0,58.392250182125025,224.74211281164128,100.10630041202239,177.10310056221277,1623,1563,1905,948,114.90768131719449,1.0
0,11,5.0,[ 255.41903089  307.7164179    52.06704043  121.93764059],1,5.3296570190756976,5.3296570190756976,-109.9106261310714,1.3088413900695741,5.0,6.0,1.0,2.0,255.41903088800433,307.71641789966463,52.067040431207303,121.93764058570632,1162,952,717,910,350.41033167251749,1.0
