block,trial,cueposbin,cueposdeg,cuevalid,wmresptestimgdiff,wmrespcuediff,wmrespdeg,wmrts,imageposbin0,imageposbin1,imageposbin2,imageposbin3,imageposdeg0,imageposdeg1,imageposdeg2,imageposdeg3,imagenum0,imagenum1,imagenum2,imagenum3,mouseposdeg,artifactfree
0,0,3.0,162.40756016276043,1,-6.844713738867525,-6.844713738867525,169.25227390162794,2.2173087866508467,3.0,4.0,2.0,7.0,162.40756016276043,215.26244823812991,91.38934768884917,355.37897659654772,1095,478,1545,1929,5.2771908181500393,1
0,1,7.0,334.39681451384291,1,6.5368210162760043,6.5368210162760043,-32.140006502433103,1.5255494721668583,7.0,2.0,0.0,6.0,334.39681451384291,117.17285169954322,15.542374546546917,276.8381084709203,1626,1588,92,2180,348.65220903230528,1
0,2,1.0,76.635356358578804,1,-1.8459842965417357,-1.8459842965417357,78.481340655120533,1.3171794085212696,1.0,5.0,0.0,2.0,76.635356358578804,241.88468881068181,19.50295122654412,117.45075994764329,775,349,1301,1887,162.31227568765001,1
0,3,7.0,339.19993730720319,0,0.61742610634085193,129.28946173285811,-150.08952442565496,3.150761158507521,7.0,4.0,0.0,2.0,339.19993730720319,210.52790168068589,35.38218867995969,123.50961869889241,1053,756,109,2060,328.63017110569325,1
0,4,0.0,20.30701606269551,1,-9.9869060673619838,-9.9869060673619838,30.293922130057496,2.2672371126495818,0.0,5.0,4.0,6.0,20.30701606269551,250.14353803861837,199.94638557770728,305.68303021744646,1837,2195,1508,815,320.57743115008475,1
0,5,5.0,255.80829576594482,1,-1.2948950963865078,-1.2948950963865078,-102.89680913766868,1.7589144895521258,5.0,2.0,6.0,3.0,255.80829576594482,97.040156103271741,309.31556009827779,168.33689783080911,1106,1483,786,83,132.39689832310074,1
0,6,5.0,260.36895986572927,1,0.55758787418278488,0.55758787418278488,-100.18862800845349,1.9673119227447842,5.0,7.0,1.0,3.0,260.36895986572927,322.87298322775263,89.830439053916024,163.04787219030763,632,545,595,1288,281.26808755189506,1
0,7,7.0,315.90087967792016,1,8.5676839397343052,8.5676839397343052,-52.666804261814185,1.7506106830182944,7.0,1.0,3.0,5.0,315.90087967792016,70.062551857918095,143.59053637668325,242.13988704775244,1082,138,1652,1453,66.819714128995159,1
0,8,3.0,167.13177354999081,1,-7.1833034629035701,-7.1833034629035701,174.31507701289436,1.5505464216028031,3.0,0.0,2.0,1.0,167.13177354999081,3.1140937948011227,111.40345673070425,70.63095395787596,430,1838,985,920,129.61755085462806,1
0,9,4.0,183.63861439401364,0,-80.37336891884695,95.674939848811917,87.963674545201727,1.7005763000249772,4.0,0.0,7.0,1.0,183.63861439401364,7.5903056263547679,325.35029270877936,82.476105205332388,1993,257,55,1880,80.851480187489102,1
0,10,4.0,184.55238754076964,1,-3.8745814807110177,-3.8745814807110177,-171.57303097851934,1.5755527793203328,4.0,1.0,5.0,7.0,184.55238754076964,47.895054628003329,236.68376674291099,321.65241062666644,1132,781,534,1773,94.880724600805706,1
0,11,4.0,206.55307033114363,0,-110.55181815612286,-0.36711542716244555,-153.07981424169392,2.6590336041017508,4.0,2.0,7.0,3.0,206.55307033114363,96.368367602183199,335.576330025895,142.32964432562849,1268,600,2296,1209,151.601620276646,1
0,12,5.0,233.6946018500276,0,4.0339699714030095,-92.615330623992634,-33.690067525979785,1.2338411334642387,5.0,7.0,0.0,2.0,233.6946018500276,330.34390244542323,30.616159553463188,118.17174822589251,1505,819,1930,638,332.13641158210947,1
0,13,6.0,312.00262500477993,1,-0.86311623271774263,-0.86311623271774263,-47.134258762502299,2.0172716096828935,6.0,0.0,1.0,3.0,312.00262500477993,33.696242751923741,77.726843546110842,157.00204372713216,2066,2174,848,745,165.27559753980381,1
0,14,3.0,144.31782688896263,1,-0.73152169916224152,-0.73152169916224152,145.04934858812487,1.392193920083173,3.0,6.0,0.0,7.0,144.31782688896263,289.27379404340348,37.754063648364877,349.18099644872001,1452,1359,77,2103,123.63753002613244,1
0,15,2.0,124.69593974361405,1,-43.54612473580179,-43.54612473580179,168.24206447941583,3.2341242372162924,2.0,1.0,3.0,0.0,124.69593974361405,60.179150889300502,174.85882858126962,12.611543164721549,1290,997,540,495,279.65774393531194,1
0,16,6.0,284.44175416095874,1,-3.9931946619632774,-3.9931946619632774,-71.56505117707799,1.3255102995026391,6.0,5.0,7.0,2.0,284.44175416095874,237.51598594003346,356.69565365355771,106.96937176324322,825,254,165,1503,21.135773435452812,1
0,17,0.0,4.1876128994410262,1,2.9031693776402494,2.9031693776402494,1.2844435218007777,2.1839689720566184,0.0,4.0,1.0,6.0,4.1876128994410262,223.79862947074568,61.514289803146511,287.58922861257435,2345,2245,1961,1012,338.24311288572142,1
0,18,1.0,53.472505634923877,1,-6.5546037791047498,-6.5546037791047498,60.027109414028629,1.6588936202726927,1.0,2.0,4.0,3.0,53.472505634923877,101.22340624507768,211.261035606479,150.42204303742221,2244,1136,1115,2154,189.0438650117573,1
0,19,2.0,104.30956601390716,1,-9.1191267948382588,-9.1191267948382588,113.42869280874541,1.5505541192878809,2.0,4.0,6.0,3.0,104.30956601390716,191.93042626041859,305.28764732112438,148.12396213975006,222,2249,1794,954,248.05652627154538,1
0,20,6.0,286.38703627845535,0,-5.2143795255309824,-130.34469799506132,56.731734273516672,1.9672990932697303,6.0,1.0,4.0,3.0,286.38703627845535,51.517354747985692,218.64870117833422,161.09533402384869,2054,591,2177,291,167.78925365997011,1
0,21,0.0,8.089487762719779,1,2.0941009586443164,2.0941009586443164,5.995386804075463,1.2505231574878053,0.0,1.0,3.0,7.0,8.089487762719779,52.139344924196735,161.58237119939375,325.61070904700665,387,1390,2236,41,144.9520398208505,1
0,22,2.0,105.63047423844374,1,-3.9372943428457639,-3.9372943428457639,109.5677685812895,1.2171716538161945,2.0,4.0,3.0,1.0,105.63047423844374,216.18635547440269,173.76775341821411,63.9873358454157,988,830,1845,486,83.393413493080018,1
0,23,1.0,56.314252774558518,0,57.95976099203039,175.3445274570457,-119.03027468248717,2.667336555337215,1.0,6.0,5.0,2.0,56.314252774558518,298.92948630954322,228.99035224920172,115.19286466767468,244,1745,596,1735,344.79649231811374,1
1,0,3.0,165.61378182362571,1,0.8689005266834674,0.8689005266834674,164.74488129694225,1.4672044402527717,3.0,6.0,1.0,0.0,165.61378182362571,310.7884063390926,63.278472716190464,4.8736096280767747,316,121,1910,35,170.76869097006252,1
1,1,0.0,6.212072309806481,0,-74.853981706307948,96.463367977015437,-90.25129566720895,1.8589273760471769,0.0,4.0,1.0,5.0,6.212072309806481,194.89472262648312,87.479746004399516,259.03890098869442,1216,228,2299,926,291.97554331866627,1
1,2,6.0,291.33971729659311,1,8.3451005046765623,8.3451005046765623,-77.005383208083487,1.2338348612761365,6.0,5.0,0.0,4.0,291.33971729659311,241.08786151667647,5.8176357689566043,200.41875782997312,675,805,1418,1984,90.804909321600888,1
1,3,6.0,288.88097196957193,1,-3.9400005397804572,-3.9400005397804572,-67.179027490647627,1.5922185526756039,6.0,7.0,0.0,2.0,288.88097196957193,333.7822823918616,41.21466369038756,93.537590128130134,155,105,676,1449,24.844460143521975,1
1,4,2.0,108.53257777392504,1,-6.8512844898263427,-6.8512844898263427,115.38386226375138,3.2840887708448463,2.0,7.0,4.0,3.0,108.53257777392504,343.8485141048032,202.20152820644216,155.2304908172992,665,2238,1392,559,61.037331781489428,1
1,5,5.0,255.33020845271349,1,-1.7519787033525349,-1.7519787033525349,-102.91781284393396,1.3588501140970948,5.0,1.0,0.0,4.0,255.33020845271349,56.693031498549757,1.9385779916767865,188.18726223719963,1369,1525,1596,348,265.94691990319654,1
1,6,5.0,246.85644409231932,1,-3.6461823150453481,-3.6461823150453481,-109.49737359263536,2.3423348732503655,5.0,1.0,6.0,2.0,246.85644409231932,53.9343769188538,302.12841328178473,95.332108043104967,17,414,217,1400,290.6829435537378,1
1,7,1.0,51.739154434508457,1,0.99049101722069044,0.99049101722069044,50.748663417287766,3.6591268316210517,1.0,6.0,0.0,5.0,51.739154434508457,307.20135294415178,7.0285362231019546,235.9317108281316,2267,637,1789,1170,244.78276019680681,1
1,8,2.0,117.72879240921867,0,2.7231316654022248,-119.26810689870491,-123.00310069207642,2.8340273604239883,2.0,5.0,7.0,3.0,117.72879240921867,239.72003097332583,316.26000586131369,163.40279779218028,1262,2119,2232,2242,145.79578745806901,1
1,9,4.0,189.2477741622472,1,-6.1826945044850312,-6.1826945044850312,-164.56953133326778,1.4838747751987285,4.0,2.0,3.0,5.0,189.2477741622472,94.986580134882587,143.80742416993058,242.20762152412567,2034,2188,2059,2220,277.58468644918918,1
1,10,0.0,24.558556188384948,1,-3.3785866381536569,-3.3785866381536569,27.937142826538604,1.383859322808803,0.0,1.0,5.0,2.0,24.558556188384948,77.557044189486973,232.34891582518591,134.12308132692178,1776,2252,1573,488,274.70116970207528,1
1,11,3.0,162.19720923900917,1,-0.18629739975745752,-0.18629739975745752,162.38350663876662,1.1171550610283703,3.0,5.0,4.0,2.0,162.19720923900917,255.27879187031141,206.39229493818146,107.61915198965059,2264,757,1888,376,110.82124912301221,1
1,12,4.0,182.60382399444984,0,10.136014361470531,-52.383597580563702,-125.01257842498646,3.1924352852761331,4.0,5.0,2.0,7.0,182.60382399444984,245.1234359364841,107.47792211796046,351.27054477267495,149,2274,11,2186,261.85971829231551,1
1,13,1.0,46.80402929944902,1,-3.2279049233801911,-3.2279049233801911,50.031934222829207,0.99213410621905496,1.0,6.0,5.0,4.0,46.80402929944902,314.14512955491455,264.29196091972506,196.33756641925316,1294,2240,1959,1935,40.037115630736807,1
1,14,7.0,345.34384232529692,1,6.0825514728191212,6.0825514728191212,-20.738709147522219,1.6672256516517336,7.0,4.0,6.0,5.0,345.34384232529692,195.36571042096244,297.1961679225509,243.45413948196722,278,1007,1586,2260,218.72135459279156,1
1,15,6.0,277.31959379063971,1,-11.838545257943046,-11.838545257943046,-70.841860951417246,1.2088390522380905,6.0,7.0,0.0,1.0,277.31959379063971,332.5608645227627,23.669903648256422,65.409855935923687,216,921,1874,489,185.06023288679637,1
1,16,1.0,79.077007887725642,0,9.4253096203545947,-70.048481270505789,149.12548915823143,2.4756718938701852,1.0,3.0,0.0,6.0,79.077007887725642,158.55079877858603,37.208480221433966,314.43114652356172,1176,978,964,960,201.98830950979348,1
1,17,4.0,198.63526683442078,1,-2.7353554349224063,-2.7353554349224063,-158.62937773065681,1.6922317242701865,4.0,7.0,5.0,2.0,198.63526683442078,346.43727467637183,256.15351966003806,110.7349176365625,1233,1067,1199,795,107.18457521073982,1
1,18,0.0,33.59947592763509,0,1.7432908114374357,-86.579456001446559,120.17893192908164,2.183966691261503,0.0,2.0,7.0,1.0,33.59947592763509,121.92222274051908,352.14199869202298,74.13812290934105,183,294,780,1770,309.84608894738392,1
1,19,7.0,342.72896532472618,0,4.5767268472616518,-140.81945655777182,123.54842188249799,1.1754992376440896,7.0,2.0,0.0,1.0,342.72896532472618,128.12514872975964,30.22074348863373,72.087137705751786,709,2307,1957,548,138.4054117655929,1
1,20,2.0,110.63294511281201,1,-4.8862546589086158,-4.8862546589086158,115.51919977172064,0.82545727100523436,2.0,7.0,3.0,6.0,110.63294511281201,346.99948415228755,175.1106882260309,277.36527711634318,43,1403,1927,2349,91.399021270717725,1
1,21,7.0,322.40800066141804,1,-4.6225954351198162,-4.6225954351198162,-32.96940390346213,1.6505604484955256,7.0,4.0,1.0,3.0,322.40800066141804,215.1410393387722,46.770368758244516,155.22889379539362,2115,1634,1163,1808,251.50888540151129,1
1,22,5.0,256.79018728659804,1,-3.9165041140048116,-3.9165041140048116,-99.293308599397122,1.4838736348010571,5.0,2.0,0.0,3.0,256.79018728659804,92.644591196627104,13.498863594136406,149.72318294340039,943,529,1113,1430,72.947709603894481,1
1,23,3.0,173.89200529547361,1,3.8999850969149144,3.8999850969149144,169.99202019855869,1.1004850111817177,3.0,5.0,6.0,2.0,173.89200529547361,252.52974210250517,312.5712593436516,106.6870633684228,1671,1737,582,1827,270.56566233093753,1
