block,trial,conditionNum,ltmtrialsoldnew,ltmTrialsOldInvalidCued,ltmTrialsOldInvalidTested,ltmTrialsOldValidCued,ltmWMblockNum,ltmWMtrialNum,ltmWMimageNum,imageNum,ltmrating,ltmratingrts,ltmresptestimgdiff,ltmrespcuediff,ltmrespwmrespdiff,ltmrespdeg,mousposdeg,ltmresprts,artifactfree
12,23,0.0,0.0,0.0,0.0,0.0,0,0,0,889.0,4.0,0.95844756252699881,0.0,0.0,0.0,0.0,114.30530986517439,0.0,1
12,24,0.0,0.0,0.0,0.0,0.0,0,0,0,1795.0,4.0,2.4003389242916455,0.0,0.0,0.0,0.0,353.00134420989093,0.0,1
12,25,0.0,0.0,0.0,0.0,0.0,0,0,0,1680.0,3.0,0.83345212409403757,0.0,0.0,0.0,0.0,143.96576036375191,0.0,1
12,26,1.0,1.0,0.0,0.0,1.0,12,20,0,751.0,1.0,0.98347687058412703,-8.5718609201754514,-8.5718609201754514,-7.3523793598923879,-90.0,148.13000447087526,1.1671625468115963,1
12,27,0.0,0.0,0.0,0.0,0.0,0,0,0,2009.0,4.0,0.81680868339572044,0.0,0.0,0.0,0.0,217.35471578322611,0.0,1
12,28,0.0,0.0,0.0,0.0,0.0,0,0,0,1409.0,4.0,0.75842407046729932,0.0,0.0,0.0,0.0,290.68056030643709,0.0,1
12,29,3.0,1.0,0.0,1.0,0.0,12,7,1,238.0,3.0,1.2334879893987818,1.4225811634189249,60.325248647241736,10.463202092342344,127.38145351243107,151.10958224712383,0.67537764057669847,1
12,30,3.0,1.0,0.0,1.0,0.0,12,23,1,907.0,1.0,1.1501550361972477,95.69760347669687,173.02379922184608,119.98393248417324,23.198590513648188,23.273181507864408,0.63382206702772237,1
12,31,1.0,1.0,0.0,0.0,1.0,12,19,0,806.0,1.0,1.0168241927167401,21.635137687550476,21.635137687550476,20.836636243120719,-79.517561602440097,296.33116907025527,1.0088072419403034,1
12,32,0.0,0.0,0.0,0.0,0.0,0,0,0,435.0,4.0,0.83342247391919955,0.0,0.0,0.0,0.0,238.06132515113262,0.0,1
12,33,2.0,1.0,1.0,0.0,0.0,12,23,0,947.0,2.0,1.7835500266846793,5.8029910577474135,83.129186802896612,30.089320065223781,113.09320293259763,313.2703932838088,0.65876470534567488,1
12,34,0.0,0.0,0.0,0.0,0.0,0,0,0,2047.0,3.0,1.2334896999855118,0.0,0.0,0.0,0.0,94.21736967339362,0.0,1
12,35,0.0,0.0,0.0,0.0,0.0,0,0,0,1911.0,4.0,0.86679203368294111,0.0,0.0,0.0,0.0,164.58654915086811,0.0,1
12,36,1.0,1.0,0.0,0.0,1.0,12,15,0,1849.0,1.0,1.0500124302652694,21.674514067367227,21.674514067367227,26.44588091535271,-14.73032138084489,166.18042002103314,0.94209064514325291,1
12,37,2.0,1.0,1.0,0.0,0.0,12,7,0,331.0,4.0,0.81676278264603752,90.461431648795823,149.36409913261861,99.50205257771924,38.34260302705416,39.944734906112494,6.1094966654945893,1
12,38,0.0,0.0,0.0,0.0,0.0,0,0,0,176.0,1.0,2.3919399424339645,0.0,0.0,0.0,0.0,159.35680128926415,0.0,1
12,39,1.0,1.0,0.0,0.0,1.0,12,14,0,978.0,3.0,1.3501052581159456,-138.88879800468962,-138.88879800468962,-137.34864544524098,109.98310652189998,108.98571353117178,0.6253985667553934,1
12,40,1.0,1.0,0.0,0.0,1.0,12,2,0,695.0,4.0,0.93341226741722494,-22.646049575533993,-22.646049575533993,-29.328727415013539,-2.3320236816230584,357.89260008728075,2.4923747736320365,1
12,41,0.0,0.0,0.0,0.0,0.0,0,0,0,456.0,2.0,0.81677960341767175,0.0,0.0,0.0,0.0,316.05911199303256,0.0,1
12,42,1.0,1.0,0.0,0.0,1.0,12,3,0,561.0,3.0,0.8834542908352887,-76.817587617156676,-76.817587617156676,-73.10610706793544,-28.651828452648758,331.6410877485896,0.69213055883847119,1
12,43,0.0,0.0,0.0,0.0,0.0,0,0,0,2015.0,4.0,1.0667972794817615,0.0,0.0,0.0,0.0,293.35737350990809,0.0,1
12,44,0.0,0.0,0.0,0.0,0.0,0,0,0,728.0,3.0,2.3169429644694901,0.0,0.0,0.0,0.0,281.53213617203369,0.0,1
12,45,1.0,1.0,0.0,0.0,1.0,12,22,0,1599.0,1.0,2.0002671366582945,-7.0965698975204461,-7.0965698975204461,-7.9045963557263992,-32.031786791243512,49.872988127464353,0.87539343499520328,1
12,46,1.0,1.0,0.0,0.0,1.0,12,16,0,1760.0,4.0,0.89180537626089063,-178.28452527451827,-178.28452527451827,175.38848793985667,-123.10168482587507,276.7684554804394,0.59207205676466401,1
12,47,1.0,1.0,0.0,0.0,1.0,12,0,0,322.0,4.0,1.1751361627211736,178.17176983738068,178.17176983738068,172.89047000415601,130.29638529570681,230.01256019245025,0.61711504951563256,1
12,48,0.0,0.0,0.0,0.0,0.0,0,0,0,1532.0,4.0,0.99179659524816088,0.0,0.0,0.0,0.0,228.32512454399799,0.0,1
12,49,3.0,1.0,0.0,1.0,0.0,12,13,1,1439.0,3.0,0.89176802844667691,-171.67421932158103,125.26101472203887,24.303137339342186,90.264033981259118,133.06729904160065,0.55041413309663767,1
12,50,2.0,1.0,1.0,0.0,0.0,12,13,0,1865.0,4.0,0.71678809933291632,112.26112179187392,49.196355835493833,-51.761521547202861,166.32869286780416,162.42876979571145,0.92544977032412135,1
12,51,0.0,0.0,0.0,0.0,0.0,0,0,0,669.0,3.0,0.93347612932848278,0.0,0.0,0.0,0.0,262.01480956546669,0.0,1
12,52,1.0,1.0,0.0,0.0,1.0,12,8,0,2081.0,4.0,0.95013468021170411,10.933697538037292,10.933697538037292,5.9076286894877921,-139.04802935074221,213.56200765361893,0.57546624897804577,1
12,53,0.0,0.0,0.0,0.0,0.0,0,0,0,184.0,3.0,0.625049321923143,0.0,0.0,0.0,0.0,79.053659859928004,0.0,1
12,54,1.0,1.0,0.0,0.0,1.0,12,9,0,1018.0,2.0,0.70009476651648583,170.1387404581333,170.1387404581333,166.6110599959114,-88.919075813339305,241.58205623340135,0.62546299886344059,1
12,55,0.0,0.0,0.0,0.0,0.0,0,0,0,2042.0,4.0,1.1168031524975959,0.0,0.0,0.0,0.0,16.062933722593353,0.0,1
