block,trial,conditionNum,ltmtrialsoldnew,ltmTrialsOldInvalidCued,ltmTrialsOldInvalidTested,ltmTrialsOldValidCued,ltmWMblockNum,ltmWMtrialNum,ltmWMimageNum,imageNum,ltmrating,ltmratingrts,ltmresptestimgdiff,ltmrespcuediff,ltmrespwmrespdiff,ltmrespdeg,mousposdeg,ltmresprts,artifactfree
0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1266.0,4.0,7.0509790482465178,0.0,0.0,0.0,0.0,343.47962108916448,0.0,1
0,1,1.0,1.0,0.0,0.0,1.0,0,10,0,2364.0,2.0,5.5924444461124949,-124.79208755049684,-124.79208755049684,-128.71312683904029,145.60867276152771,174.66671942890284,5.0427453550510108,1
0,2,2.0,1.0,1.0,0.0,0.0,0,4,0,1939.0,1.0,4.1755789457820356,158.1599570898357,5.0369236958145773,168.81512827423512,-19.778884806308621,193.41674493684772,1.2588404576526955,1
0,3,0.0,0.0,0.0,0.0,0.0,0,0,0,390.0,4.0,1.8252082157414407,0.0,0.0,0.0,0.0,192.40531026685011,0.0,1
0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,834.0,4.0,0.88340286450693384,0.0,0.0,0.0,0.0,233.48446193835798,0.0,1
0,5,1.0,1.0,0.0,0.0,1.0,0,13,0,612.0,2.0,1.8252458490314893,-120.9080967796893,-120.9080967796893,-120.4656066685864,49.655507428013614,126.79475435099418,3.100780917913653,1
0,6,1.0,1.0,0.0,0.0,1.0,0,19,0,976.0,1.0,1.7085654643015005,-6.7588824628123412,-6.7588824628123412,-11.106899513558991,-44.63506366426936,238.21061333737521,1.800584398326464,1
0,7,0.0,0.0,0.0,0.0,0.0,0,0,0,577.0,4.0,1.1334793426212855,0.0,0.0,0.0,0.0,295.79111055245471,0.0,1
0,8,2.0,1.0,1.0,0.0,0.0,0,18,0,937.0,3.0,3.8922304213629104,-27.224405611383919,110.99667953703697,-36.066596440471329,23.509040224192454,188.60377802175674,3.8258796267327853,1
0,9,0.0,0.0,0.0,0.0,0.0,0,0,0,586.0,4.0,0.90011344134109095,0.0,0.0,0.0,0.0,67.32907396103441,0.0,1
0,10,1.0,1.0,0.0,0.0,1.0,0,8,0,349.0,1.0,2.4419979364611208,5.7739718194784437,5.7739718194784437,1.0163011432191458,-0.76389846092999503,40.627774205777612,3.342393912083935,1
0,11,0.0,0.0,0.0,0.0,0.0,0,0,0,1183.0,4.0,0.95011773210717365,0.0,0.0,0.0,0.0,175.35637180576845,0.0,1
0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,821.0,4.0,1.2335215659695677,0.0,0.0,0.0,0.0,352.16301136183063,0.0,1
0,13,1.0,1.0,0.0,0.0,1.0,0,22,0,329.0,1.0,1.8335836037294939,-3.2270672412656656,-3.2270672412656656,-5.4417395476366055,159.44395478041653,277.70941004602946,1.0171504864119925,1
0,14,3.0,1.0,0.0,1.0,0.0,0,18,1,1652.0,2.0,2.5586865891236812,-55.934386212061099,82.286698936359741,-64.776577041148528,52.219020824869659,286.70508291274194,1.667232780600898,1
0,15,3.0,1.0,0.0,1.0,0.0,0,21,1,1052.0,1.0,1.4335367333260365,7.7988107637663404,-84.193828959965174,-2.4911770343351773,136.93850176938702,190.7535557403275,0.95045842684339732,1
0,16,1.0,1.0,0.0,0.0,1.0,0,2,0,665.0,3.0,2.6003833457361907,-25.159927102874917,-25.159927102874917,-21.821162208776954,172.99873244250466,94.017789218345769,1.4922106354497373,1
0,17,1.0,1.0,0.0,0.0,1.0,0,7,0,71.0,1.0,1.2751715661725029,0.43647000115866003,0.43647000115866003,-9.6964573775314644,113.23231374666574,150.71009985402281,1.3921994880656712,1
0,18,3.0,1.0,0.0,1.0,0.0,0,4,1,1535.0,1.0,1.4418548161629587,9.1789266686867279,-143.94410672533439,19.834097853086146,129.20214561484033,224.93095797211953,1.3921826670994051,1
0,19,2.0,1.0,1.0,0.0,0.0,0,3,0,1551.0,4.0,1.1584441398736089,-21.754166758139831,-135.71502060633327,-30.975053556055865,-13.664600380556907,248.55751313842629,4.5343071024981327,1
0,20,3.0,1.0,0.0,1.0,0.0,0,3,1,554.0,3.0,1.8335847441921942,-61.86616800984882,-175.82702185804226,-71.087054807764829,26.447400871152063,9.4943286231997792,1.1421538006979972,1
0,21,3.0,1.0,0.0,1.0,0.0,0,16,1,1205.0,1.0,1.3585114805609919,-16.845247215625211,-128.94007380645689,-13.843419442635083,-139.23639479905884,156.62531330285174,1.0088215697323903,1
0,22,2.0,1.0,1.0,0.0,0.0,0,1,0,132.0,2.0,3.6838458531419747,-168.41740942688068,-10.401474430363098,92.570386604262794,-92.311131452761416,125.80273239512812,2.167242331430316,1
0,23,1.0,1.0,0.0,0.0,1.0,0,6,0,1439.0,1.0,1.9002468682592735,-4.8480304601854272,-4.8480304601854272,2.5389665869694928,32.96940390346213,231.88260865276391,0.96714391483692452,1
0,24,0.0,0.0,0.0,0.0,0.0,0,0,0,2016.0,4.0,1.2835178739624098,0.0,0.0,0.0,0.0,185.66733315588831,0.0,1
0,25,0.0,0.0,0.0,0.0,0.0,0,0,0,13.0,4.0,1.1584834837121889,0.0,0.0,0.0,0.0,324.56531690055397,0.0,1
