block,trial,conditionNum,ltmtrialsoldnew,ltmTrialsOldInvalidCued,ltmTrialsOldInvalidTested,ltmTrialsOldValidCued,ltmWMblockNum,ltmWMtrialNum,ltmWMimageNum,imageNum,ltmrating,ltmratingrts,ltmresptestimgdiff,ltmrespcuediff,ltmrespwmrespdiff,ltmrespdeg,mousposdeg,ltmresprts
0,0,1.0,1,0,0.0,1.0,0,15,0,362,1.0,6.0091939368285239,-18.1875,122.86283693546032,-177.1875,66.855666837096507,122.77989538188631,3.0424136193469167
0,1,0.0,0,0,0.0,0.0,0,0,0,292,4.0,5.5091202382463962,0.0,0.0,0.0,0.0,87.909523728178669,0.0
0,2,3.0,1,0,1.0,0.0,0,2,0,394,1.0,8.4262114439625293,74.578125000000043,4.0169555759943307,0.0,94.557419019714004,158.44129014696921,5.4511058925418183
0,3,3.0,1,0,1.0,0.0,0,10,0,367,2.0,4.7006690464913845,124.98437500000001,147.29654319248314,-71.015625,-30.002388684521119,60.831342248599775,4.9843245771480724
0,4,1.0,1,0,0.0,1.0,0,14,0,488,3.0,5.3923790793633088,110.71875000000001,56.288698783978298,-63.28125,-4.9518887955167497,205.93610399382416,6.2345032643061131
0,5,1.0,1,0,0.0,1.0,0,11,0,438,1.0,3.5255047071259469,0.95312499999995659,147.89363606699686,-123.04687500000001,-157.69870713468194,281.21601088511073,1.9505597815150395
0,6,0.0,0,0,0.0,0.0,0,0,0,1033,4.0,4.5089845301117748,0.0,0.0,0.0,0.0,197.2775962927023,0.0
0,7,0.0,0,0,0.0,0.0,0,0,0,683,4.0,3.5921892591286451,0.0,0.0,0.0,0.0,18.462594917727206,0.0
0,8,1.0,1,0,0.0,1.0,0,13,0,812,1.0,2.4670122470706701,170.703125,-5.9035415910032878,-179.29687500000003,97.253194612725338,44.29062152371128,9.7933670683996752
0,9,1.0,1,0,0.0,1.0,0,12,0,789,2.0,2.2503166758688167,-108.65625000000001,172.75237674415055,-57.656250000000021,148.3245312618908,181.56977014674902,5.6510178534081206
0,10,0.0,0,0,0.0,0.0,0,0,0,536,3.0,3.9088959777727723,0.0,0.0,0.0,0.0,192.08940851551492,0.0
0,11,0.0,0,0,0.0,0.0,0,0,0,528,4.0,1.7002567903837189,0.0,0.0,0.0,0.0,59.943350560523704,0.0
0,12,0.0,0,0,0.0,0.0,0,0,0,110,4.0,1.2751783377025276,0.0,0.0,0.0,0.0,126.19300381510908,0.0
0,13,0.0,0,0,0.0,0.0,0,0,0,54,4.0,5.3424345173407346,0.0,0.0,0.0,0.0,93.335218155728711,0.0
0,14,3.0,1,0,1.0,0.0,0,3,0,451,1.0,1.9918529540300369,-99.578125,168.8623408572297,-171.5625,41.432561103818465,326.38685563583903,2.217298844945617
0,15,1.0,1,0,0.0,1.0,0,5,0,773,1.0,3.2587582311825827,8.1718749999999964,-113.01855240305547,-175.78125,33.972867694939289,304.0049136573449,3.6424708106787875
0,16,3.0,1,0,1.0,0.0,0,6,0,1082,2.0,3.0421020040521398,16.874999999999996,-2.8803259289431278,-118.125,-21.206253127816531,12.715597301691751,11.610422893078066
0,17,0.0,0,0,0.0,0.0,0,0,0,29,4.0,2.2085579335689545,0.0,0.0,0.0,0.0,304.663717998317,0.0
0,18,0.0,0,0,0.0,0.0,0,0,0,740,3.0,3.1421063089510426,0.0,0.0,0.0,0.0,120.14595071963214,0.0
0,19,1.0,1,0,0.0,1.0,0,0,0,543,3.0,1.8752218442969024,140.546875,45.281857715892109,97.734374999999972,-108.89121956062294,185.22598481728491,7.8430767072131857
0,20,1.0,1,0,0.0,1.0,0,9,0,996,1.0,3.7505346356192604,-17.046875000000043,-139.85618799081576,-65.390625,93.881976887726211,20.642766635831315,1.5754917493322864
0,21,0.0,0,0,0.0,0.0,0,0,0,1106,3.0,2.4920190253760666,0.0,0.0,0.0,0.0,179.56858660141512,0.0
0,22,0.0,0,0,0.0,0.0,0,0,0,52,4.0,1.4835372708039358,0.0,0.0,0.0,0.0,147.59385445917525,0.0
0,23,1.0,1,0,0.0,1.0,0,7,0,613,2.0,2.1753200044622645,-118.85937500000003,-40.389851870951915,-170.859375,-25.167870149781614,42.811686115769291,5.0176679936703295
0,24,1.0,1,0,0.0,1.0,0,8,0,964,3.0,3.5671377200633287,-133.421875,50.399218833419283,-118.125,128.24829868156309,341.27307133593791,5.1677234885282815
0,25,1.0,1,0,0.0,1.0,0,4,0,910,1.0,2.1336351032368839,10.53125,132.43196592261614,-177.1875,176.75265720967707,312.88299955608392,1.8004928826121613
0,26,0.0,0,0,0.0,0.0,0,0,0,8,3.0,3.2587964347330853,0.0,0.0,0.0,0.0,53.427984938452369,0.0
0,27,0.0,0,0,0.0,0.0,0,0,0,1124,4.0,1.700238543911837,0.0,0.0,0.0,0.0,220.39543176923092,0.0
0,28,0.0,0,0,0.0,0.0,0,0,0,606,4.0,1.6585445194505155,0.0,0.0,0.0,0.0,86.883398825901793,0.0
0,29,0.0,0,0,0.0,0.0,0,0,0,481,4.0,2.1252790782600641,0.0,0.0,0.0,0.0,277.17908442609263,0.0
0,30,1.0,1,0,0.0,1.0,0,1,0,547,1.0,1.3585273278877139,20.125000000000007,-147.3775741231463,118.125,1.0531126323238189,96.326921159623254,3.009038271731697
0,31,0.0,0,0,0.0,0.0,0,0,0,101,4.0,3.725540401879698,0.0,0.0,0.0,0.0,303.80216324040151,0.0
1,0,0.0,0,0,0.0,0.0,1,0,0,732,3.0,5.1257346696220338,0.0,0.0,0.0,0.0,133.20725443860837,0.0
