block,trial,cueposbin,cueposdeg,cuevalid,wmresptestcolordiff,wmrespcueposdiff,wmrespdeg,wmrts,imageposbin0,imageposbin1,imageposdeg0,imageposdeg1,imagenum0,imagenum1,mouseposdeg
0,0,2.0,104.28659921273065,1,18.062500000000007,-83.395774450322179,20.890824762408471,1.5504884126894467,2.0,4.0,104.28659921273065,219.64902973150458,265,476,217.9755892048513
0,1,4.0,197.7969142511152,1,25.296875000000004,-33.014876163329298,164.78203808778591,1.058786852614503,4.0,7.0,197.7969142511152,327.86370131802209,345,1012,31.963212556700725
0,2,1.0,75.147192755727843,0,-0.42187499999999917,-86.698200018253118,-11.55100726252528,2.2840325842244056,1.0,2.0,75.147192755727843,125.1598389189945,994,547,232.57193464577469
0,3,3.0,137.26383862287611,1,9.2187499999999805,-9.6208204230761094,127.6430181998,1.2004443510595593,3.0,6.0,137.26383862287611,312.54559654073466,330,510,287.24578754953177
0,4,7.0,331.09927869478349,0,-0.90624999999999789,36.629358301168125,7.7286369959516099,1.8005229806130956,7.0,1.0,331.09927869478349,72.503900217306722,630,906,150.73997504795022
0,5,5.0,260.19397253442185,0,-11.343749999999975,42.864603955195385,-56.941423510382755,1.3087960469692916,5.0,4.0,260.19397253442185,196.30900450454811,302,500,70.033802563392626
0,6,1.0,73.347839126806647,1,-7.9375000000000009,133.59168893699416,-153.06047193619921,1.0087601533468842,1.0,4.0,73.347839126806647,209.06782025279441,49,955,75.820603855047068
0,7,4.0,194.90441807100248,1,0.45312499999998773,30.986118182358084,-134.10946374663942,2.0005419680255727,4.0,2.0,194.90441807100248,124.07160585837813,843,256,155.45831167840399
0,8,7.0,317.20345627363969,1,-134.96875,-96.153671536238718,-138.95021526259902,2.3590508232591674,7.0,1.0,317.20345627363969,79.854295707841246,153,473,66.147144368805399
0,9,3.0,137.18810594060366,1,38.359375,62.150079890440956,-160.6618141689554,1.742188575793989,3.0,5.0,137.18810594060366,239.0201440627439,250,6,350.41112128220988
0,10,2.0,102.53013415114197,0,-12.5,104.12688449031216,-153.34298135854587,1.5088173151525552,2.0,7.0,102.53013415114197,337.28394611741055,945,763,348.18829149480831
0,11,0.0,30.458870043717038,1,8.3125000000000053,77.056271436669959,107.515141480387,1.6172810538992053,0.0,2.0,30.458870043717038,113.96695164061376,891,20,103.46484422644075
