block,trial,cueposbin,cueposdeg,cuevalid,wmresptestcolordiff,wmrespcueposdiff,wmrespdeg,wmrts,imageposbin0,imageposbin1,imageposdeg0,imageposdeg1,imagenum0,imagenum1,mouseposdeg
18,1,7.0,334.47428222655276,1,-0.82812499999998979,133.24693955826658,107.72122178481933,1.5505260255886242,7.0,4.0,334.47428222655276,188.10571555257991,733,595,247.03728194610062
18,2,4.0,209.1797572346666,1,-3.7656249999999987,137.79440211846261,-13.025840646870824,1.4338376104133204,4.0,0.0,209.1797572346666,32.343525331190897,58,482,120.97230739986384
18,3,0.0,18.503506014338171,1,-8.8437500000000018,-97.617978959679448,-79.114472945341276,1.9673348388168961,0.0,5.0,18.503506014338171,233.53662970062058,599,1081,331.4940018068296
18,4,6.0,299.99801886705268,1,-76.031249999999972,-102.86346775213991,-162.8654488850872,1.8255829103291035,6.0,1.0,299.99801886705268,63.951351397025455,1134,653,143.42923544265707
18,5,0.0,23.572361320748239,1,-4.6249999999999982,-136.25576467303156,-112.68340335228332,2.5590280222822912,0.0,7.0,23.572361320748239,336.31134607564456,789,1143,144.05663177952226
18,6,2.0,108.9623108793088,1,-164.90625,77.665574522014595,-173.37211459867657,2.2256400446058251,2.0,5.0,108.9623108793088,262.48261954582455,737,315,219.27919465060927
18,7,7.0,315.02623784365346,1,4.5156250000000018,40.298267749173242,-4.675494407173292,1.708874253090471,7.0,1.0,315.02623784365346,88.698231243224257,65,620,114.31435987387235
18,8,3.0,157.8917046222864,1,-5.6562500000000053,-152.24345724855115,5.6482473737352645,3.8008395654032938,3.0,0.0,157.8917046222864,5.2268051611309421,899,292,224.80833077179426
18,9,4.0,201.0845125037805,0,-10.031249999999993,-173.77900782409938,27.30550467968115,1.933930410828907,4.0,7.0,201.0845125037805,354.45434019562538,1138,965,111.59841464243779
18,10,1.0,68.210255215351637,0,16.671874999999989,-159.04969374906398,-90.839438533712325,2.2756276569562033,1.0,4.0,68.210255215351637,199.02826875106621,167,333,330.41616221634951
18,11,6.0,311.76215208833372,1,-1.8437500000000062,117.09542712731773,68.857579215651441,2.5923335202387534,6.0,5.0,311.76215208833372,258.1662203342147,910,522,287.03462144490459
18,12,5.0,239.72487584272434,0,-39.953125000000007,84.371266138934587,-35.903858018341062,1.7588735545868985,5.0,0.0,239.72487584272434,28.679515085938728,878,667,274.81021668838991
18,13,2.0,105.49846661703263,1,-18.796875000000007,-2.8076761178777683,102.69079049915487,1.8422419315902516,2.0,6.0,105.49846661703263,290.34876778869858,7,316,235.91486908004225
18,14,3.0,138.50157199638147,1,8.265625,-86.555604375618657,51.945967620762808,1.9923102560569532,3.0,6.0,138.50157199638147,296.56652830994852,233,1027,14.970402837499627
18,15,1.0,53.939115270386431,1,-31.484375000000011,61.723714745161423,115.66283001554785,2.8340387206990272,1.0,7.0,53.939115270386431,344.27729875726692,38,219,18.028022706881295
19,0,2.0,121.60107428592219,1,2.3749999999999796,-48.808905457996325,72.792168827925863,2.7172924300539307,2.0,4.0,121.60107428592219,203.69682517369998,940,258,290.84455579048534
19,1,6.0,299.34682382301128,1,14.046875000000012,64.53515306471499,3.8819768877262151,1.9672461724258028,6.0,7.0,299.34682382301128,351.52590779627559,950,221,225.88289922315465
19,2,5.0,227.9573060242702,1,7.5000000000000426,-82.744638390383329,145.21266763388687,1.192141248146072,5.0,3.0,227.9573060242702,174.21916970944091,211,313,97.736934235409549
19,3,1.0,51.531476157565493,0,5.7499999999999982,-24.5949826671167,26.93649349044879,1.250468919868581,1.0,2.0,51.531476157565493,132.0707210591585,644,1018,309.38320317920858
19,4,0.0,27.759513228948634,1,41.484375000000014,126.96276453549839,154.72227776444703,1.583858608151786,0.0,2.0,27.759513228948634,104.99910882686291,803,869,217.41196155597021
19,5,4.0,184.13771739650659,1,-52.343749999999993,-160.91263785122138,23.225079545285233,2.2922883888240904,4.0,1.0,184.13771739650659,80.545881220891729,351,872,109.86721545249195
19,6,5.0,229.80676234519061,1,8.5781250000000036,-120.71327034470498,109.09349200048563,2.4089796548942104,5.0,1.0,229.80676234519061,52.207109030450482,162,1000,142.03182781242486
19,7,6.0,298.78060074580588,0,-51.859374999999993,-52.763299871049618,-113.98269912524373,2.5840231114416383,6.0,1.0,298.78060074580588,56.455411568340466,719,624,210.28861458681689
19,8,0.0,21.907960697138627,1,-16.234374999999979,-121.56785377558096,-99.659893078442337,1.7172915748087689,0.0,3.0,21.907960697138627,174.16254054634888,276,889,318.39796106132593
19,9,3.0,155.28361642138543,1,2.1875000000000044,101.7373236094255,-102.97905996918909,1.9340053923660889,3.0,0.0,155.28361642138543,8.3102517044119963,953,361,192.51101605648196
19,10,4.0,180.44396269258993,1,-175.546875,146.84578195527868,-32.710255352131384,2.9757350545260124,4.0,2.0,180.44396269258993,115.79188988803622,533,111,26.845543747768499
19,11,2.0,124.00724295350733,0,-2.4218750000000115,-65.708672623013044,58.298570330494279,1.7005176578531973,2.0,1.0,124.00724295350733,53.101922980396942,304,773,274.04871029194356
19,12,3.0,151.66212901239723,1,66.390625000000014,-8.7835061531320129,142.87862285926522,1.4172544261673465,3.0,2.0,151.66212901239723,90.660081122489999,799,958,71.244506939552039
19,13,1.0,67.792551783451529,1,-72.328125,145.4450412041779,-146.76240701237055,2.5423322230344638,1.0,6.0,67.792551783451529,309.54900997442104,445,380,62.821105402760004
19,14,7.0,359.59303047045853,1,2.953125000000004,-161.48178317245674,-161.88875270199821,2.1589386716368608,7.0,1.0,359.59303047045853,65.267722759994484,879,730,265.01247776048518
19,15,7.0,326.92175196500529,0,-6.8906250000000071,-65.223056338066272,-98.301304373061015,1.9755819552810863,7.0,0.0,326.92175196500529,18.995924573187285,228,852,44.668288844302261
20,0,6.0,286.30501736790495,1,-20.687500000000025,-33.872925123917874,-107.56790775601296,2.6090144942281768,6.0,3.0,286.30501736790495,166.98858889668637,707,138,328.34922732136727
20,1,0.0,9.2778438160646814,1,2.2187499999999574,-145.1777035309691,-135.89985971490441,2.4673241475829855,0.0,1.0,9.2778438160646814,72.874097951713708,518,262,182.1565715371722
20,2,1.0,49.407395353848727,1,-51.937500000000014,130.17892389593192,179.58631924978064,2.4506488756160252,1.0,7.0,49.407395353848727,329.17210630053944,37,1016,32.443605084175637
