block,trial,cueposbin,cueposdeg,cuevalid,wmresptestcolordiff,wmrespcueposdiff,wmrespdeg,wmrts,imageposbin0,imageposbin1,imageposdeg0,imageposdeg1,imagenum0,imagenum1,mouseposdeg
0,0,7.0,357.48538182527938,1,4.2500000000000151,67.017066681382872,64.502448506662205,1.4171368880197406,7.0,4.0,357.48538182527938,193.09932507529172,371,522,341.1819845997689
0,1,7.0,350.02122404066637,1,6.3437499999999796,102.93607657449763,92.957300615164002,29.645783061161637,7.0,2.0,350.02122404066637,112.32031048934185,364,1112,91.43651952157397
0,2,4.0,190.69446800181805,0,150.703125,170.5375094008217,1.2319774026397281,1.1671086633577943,4.0,5.0,190.69446800181805,233.75182567759487,928,502,351.11151253399277
0,3,2.0,109.44556162229256,0,-47.921875000000043,3.378202036214669,112.82376365850723,0.92556609027087688,2.0,5.0,109.44556162229256,242.94280622341287,744,117,341.39982473336266
0,4,0.0,21.535807775232296,1,33.406249999999993,-3.1643094020234637,18.371498373208833,1.0587666439823806,0.0,6.0,21.535807775232296,270.64038916980496,405,250,350.98704939576652
0,5,5.0,236.50775384308955,1,-2.1875000000000044,-86.476057757853354,150.03169608523621,1.4173002489842474,5.0,3.0,236.50775384308955,139.70246768060173,492,761,263.59368806713036
0,6,2.0,94.509049449584055,1,1.4374999999999996,-94.718157205514672,-0.20910775593061465,1.4504545601084828,2.0,7.0,94.509049449584055,338.29287007470805,390,1129,113.39409621807481
0,7,1.0,45.638461588351831,1,-2.1093749999999813,-116.36760671981473,-70.729145131462857,1.7421840433962643,1.0,5.0,45.638461588351831,227.64857172421347,610,166,223.0803304357307
0,8,3.0,175.62140924817919,1,16.140624999999996,171.32334352802422,-13.0552472237966,2.2922383826225996,3.0,6.0,175.62140924817919,312.23445478816205,55,669,208.4290892869295
0,9,5.0,232.14960163818074,1,6.5937500000000169,-111.53821323131316,120.61138840686758,1.317104899790138,5.0,6.0,232.14960163818074,299.06602762225214,581,612,290.16645062335914
0,10,6.0,299.16469955609739,1,2.9531250000000102,-4.3325907937459265,-65.167891237648561,1.8422918668948114,6.0,7.0,299.16469955609739,344.29047844586495,336,224,25.070839533542255
0,11,1.0,83.449701029736502,1,0.89062500000004952,111.37677894061916,-165.17352002964432,1.5671542221680284,1.0,6.0,83.449701029736502,283.4074452891241,120,676,12.300486337552993
0,12,3.0,147.50092851734459,0,65.234375000000043,16.581706782780397,164.08263530012499,1.750643465667963,3.0,6.0,147.50092851734459,282.12177436366517,1004,987,257.60932229734391
0,13,6.0,299.6149355118547,1,4.2499999999999893,142.95365651697281,82.568592028827496,1.4337749117985368,6.0,0.0,299.6149355118547,20.586389506482025,842,811,92.038526427520424
0,14,0.0,43.057997218741434,1,2.1249999999999982,43.563148481960425,86.621145700701845,1.233917917124927,0.0,4.0,43.057997218741434,215.6492385674041,713,938,235.080244334387
0,15,4.0,185.85511261722587,0,173.328125,54.684799752407727,-119.4600876303664,1.3754675602540374,4.0,3.0,185.85511261722587,135.7442624609651,983,181,315.77245115161986
1,0,4.0,186.44023812843642,1,6.2656249999999947,161.16890521088271,-12.390856660680901,1.342121378518641,4.0,1.0,186.44023812843642,53.466930223360173,668,386,315.63449397905487
1,1,2.0,123.3017568276114,1,-18.203125,41.163464557155287,164.46522138476669,1.0670912154018879,2.0,6.0,123.3017568276114,302.90203085787027,899,423,90.344422786093588
